"ID"	"Act.text"	"Predict.text"	"Correct.Top.text"	"Correct.Level.text"	"Correct.in.5.text"	"Act.entity"	"Predict.entity"	"Correct.Top.entity"	"Correct.Level.entity"	"Correct.in.5.entity"
"179"	"ID:1502797"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.2 DISCRETE MATHEMATICS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"180"	"ID:1502798"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.2 DATABASE MANAGEMENT"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"False"	0	FALSE
"181"	"ID:1502799"	"B.6 LOGIC DESIGN"	"B.1 CONTROL STRUCTURES AND MICROPROGRAMMING"	"False"	0	FALSE	"B.6 LOGIC DESIGN"	"B.2 ARITHMETIC AND LOGIC STRUCTURES"	"False"	0	FALSE
"182"	"ID:150945"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"183"	"ID:151262"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	3	TRUE
"184"	"ID:151263"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.2 DATABASE MANAGEMENT"	"False"	3	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	0	FALSE
"185"	"ID:151264"	"I.2 ARTIFICIAL INTELLIGENCE"	"I.2 ARTIFICIAL INTELLIGENCE"	"True"	1	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"186"	"ID:151265"	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"187"	"ID:151266"	"I.6 SIMULATION AND MODELING"	"C.1 PROCESSOR ARCHITECTURES"	"False"	2	TRUE	"I.6 SIMULATION AND MODELING"	"I.6 SIMULATION AND MODELING"	"True"	1	TRUE
"188"	"ID:151267"	"B.4 INPUT/OUTPUT AND DATA COMMUNICATIONS"	"H.2 DATABASE MANAGEMENT"	"False"	9	FALSE	"B.4 INPUT/OUTPUT AND DATA COMMUNICATIONS"	"B.7 INTEGRATED CIRCUITS"	"False"	0	FALSE
"189"	"ID:151268"	"G.2 DISCRETE MATHEMATICS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"G.2 DISCRETE MATHEMATICS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	7	FALSE
"190"	"ID:151269"	"C.4 PERFORMANCE OF SYSTEMS"	"D.2 SOFTWARE ENGINEERING"	"False"	0	FALSE	"C.4 PERFORMANCE OF SYSTEMS"	"I.6 SIMULATION AND MODELING"	"False"	0	FALSE
"191"	"ID:1516514"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"B.1 CONTROL STRUCTURES AND MICROPROGRAMMING"	"False"	0	FALSE
"192"	"ID:1516515"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	5	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"193"	"ID:1516516"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"194"	"ID:1516517"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"195"	"ID:1516518"	"D.2 SOFTWARE ENGINEERING"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"D.2 SOFTWARE ENGINEERING"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"196"	"ID:1516519"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"197"	"ID:1516520"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	6	FALSE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"198"	"ID:153727"	"G.2 DISCRETE MATHEMATICS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"G.2 DISCRETE MATHEMATICS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE
"199"	"ID:153733"	"H.2 DATABASE MANAGEMENT"	"H.2 DATABASE MANAGEMENT"	"True"	1	TRUE	"H.2 DATABASE MANAGEMENT"	"D.4 OPERATING SYSTEMS"	"False"	2	TRUE
"200"	"ID:153741"	"D.4 OPERATING SYSTEMS"	"B.3 MEMORY STRUCTURES"	"False"	0	FALSE	"D.4 OPERATING SYSTEMS"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"201"	"ID:153752"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"202"	"ID:153770"	"I.2 ARTIFICIAL INTELLIGENCE"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"I.2 ARTIFICIAL INTELLIGENCE"	"True"	1	TRUE
"203"	"ID:1538903"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"204"	"ID:1538904"	"E.4 CODING AND INFORMATION THEORY"	"E.4 CODING AND INFORMATION THEORY"	"True"	1	TRUE	"E.4 CODING AND INFORMATION THEORY"	"J.2 PHYSICAL SCIENCES AND ENGINEERING"	"False"	3	TRUE
"205"	"ID:1538905"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"G.2 DISCRETE MATHEMATICS"	"False"	2	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"True"	1	TRUE
"206"	"ID:1538906"	"I.2 ARTIFICIAL INTELLIGENCE"	"I.6 SIMULATION AND MODELING"	"False"	8	FALSE	"I.2 ARTIFICIAL INTELLIGENCE"	"J.3 LIFE AND MEDICAL SCIENCES"	"False"	2	TRUE
"207"	"ID:1538908"	"D.1 PROGRAMMING TECHNIQUES"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"D.1 PROGRAMMING TECHNIQUES"	"I.6 SIMULATION AND MODELING"	"False"	0	FALSE
"208"	"ID:1552286"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"False"	3	TRUE
"209"	"ID:1552287"	"D.2 SOFTWARE ENGINEERING"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"D.2 SOFTWARE ENGINEERING"	"G.2 DISCRETE MATHEMATICS"	"False"	0	FALSE
"210"	"ID:1552288"	"B.3 MEMORY STRUCTURES"	"C.1 PROCESSOR ARCHITECTURES"	"False"	0	FALSE	"B.3 MEMORY STRUCTURES"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"False"	0	FALSE
"211"	"ID:1552289"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	4	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"212"	"ID:1568320"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"213"	"ID:1568321"	"H.2 DATABASE MANAGEMENT"	"H.2 DATABASE MANAGEMENT"	"True"	1	TRUE	"H.2 DATABASE MANAGEMENT"	"D.1 PROGRAMMING TECHNIQUES"	"False"	0	FALSE
"214"	"ID:1568322"	"E.1 DATA STRUCTURES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"E.1 DATA STRUCTURES"	"E.4 CODING AND INFORMATION THEORY"	"False"	0	FALSE
"215"	"ID:1568323"	"E.4 CODING AND INFORMATION THEORY"	"E.4 CODING AND INFORMATION THEORY"	"True"	1	TRUE	"E.4 CODING AND INFORMATION THEORY"	"D.3 PROGRAMMING LANGUAGES"	"False"	3	TRUE
"216"	"ID:1568324"	"E.3 DATA ENCRYPTION"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	3	TRUE	"E.3 DATA ENCRYPTION"	"E.3 DATA ENCRYPTION"	"True"	1	TRUE
"217"	"ID:1613677"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"218"	"ID:1613678"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE
"219"	"ID:1613679"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"True"	1	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"E.3 DATA ENCRYPTION"	"False"	0	FALSE
"220"	"ID:1613680"	"E.1 DATA STRUCTURES"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"E.1 DATA STRUCTURES"	"C.5 COMPUTER SYSTEM IMPLEMENTATION"	"False"	4	TRUE
"221"	"ID:1667054"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE
"222"	"ID:1667055"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	2	TRUE
"223"	"ID:1667056"	"G.3 PROBABILITY AND STATISTICS"	"I.5 PATTERN RECOGNITION"	"False"	4	TRUE	"G.3 PROBABILITY AND STATISTICS"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	9	FALSE
"224"	"ID:1667057"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.1 PROCESSOR ARCHITECTURES"	"False"	4	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"B.7 INTEGRATED CIRCUITS"	"False"	0	FALSE
"225"	"ID:1667058"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	3	TRUE
"226"	"ID:1667059"	"D.3 PROGRAMMING LANGUAGES"	"D.3 PROGRAMMING LANGUAGES"	"True"	1	TRUE	"D.3 PROGRAMMING LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"227"	"ID:1667060"	"G.2 DISCRETE MATHEMATICS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	5	TRUE	"G.2 DISCRETE MATHEMATICS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"228"	"ID:169675"	"G.2 DISCRETE MATHEMATICS"	"G.2 DISCRETE MATHEMATICS"	"True"	1	TRUE	"G.2 DISCRETE MATHEMATICS"	"J.3 LIFE AND MEDICAL SCIENCES"	"False"	4	TRUE
"229"	"ID:169676"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	0	FALSE	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	0	FALSE
"230"	"ID:169745"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"C.5 COMPUTER SYSTEM IMPLEMENTATION"	"False"	0	FALSE
"231"	"ID:169748"	"D.4 OPERATING SYSTEMS"	"C.1 PROCESSOR ARCHITECTURES"	"False"	4	TRUE	"D.4 OPERATING SYSTEMS"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	2	TRUE
"232"	"ID:169803"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"233"	"ID:169807"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"234"	"ID:1706593"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.2 DISCRETE MATHEMATICS"	"False"	5	TRUE
"235"	"ID:1706594"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"236"	"ID:1706595"	"E.1 DATA STRUCTURES"	"E.1 DATA STRUCTURES"	"True"	1	TRUE	"E.1 DATA STRUCTURES"	"J.3 LIFE AND MEDICAL SCIENCES"	"False"	0	FALSE
"237"	"ID:1706596"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.6 SIMULATION AND MODELING"	"False"	6	FALSE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"238"	"ID:1706597"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"239"	"ID:1706598"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"240"	"ID:1706599"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.5 PATTERN RECOGNITION"	"False"	3	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	8	FALSE
"241"	"ID:1734214"	"G.2 DISCRETE MATHEMATICS"	"E.4 CODING AND INFORMATION THEORY"	"False"	0	FALSE	"G.2 DISCRETE MATHEMATICS"	"B.4 INPUT/OUTPUT AND DATA COMMUNICATIONS"	"False"	0	FALSE
"242"	"ID:1734215"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"243"	"ID:1734216"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"D.4 OPERATING SYSTEMS"	"False"	0	FALSE
"244"	"ID:1734217"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"245"	"ID:1734218"	"G.2 DISCRETE MATHEMATICS"	"E.4 CODING AND INFORMATION THEORY"	"False"	0	FALSE	"G.2 DISCRETE MATHEMATICS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE
"246"	"ID:1734219"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"True"	1	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"True"	1	TRUE
"247"	"ID:1734220"	"G.2 DISCRETE MATHEMATICS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"G.2 DISCRETE MATHEMATICS"	"D.4 OPERATING SYSTEMS"	"False"	0	FALSE
"248"	"ID:174131"	"G.2 DISCRETE MATHEMATICS"	"G.2 DISCRETE MATHEMATICS"	"True"	1	TRUE	"G.2 DISCRETE MATHEMATICS"	"B.3 MEMORY STRUCTURES"	"False"	0	FALSE
"249"	"ID:174132"	"G.3 PROBABILITY AND STATISTICS"	"E.4 CODING AND INFORMATION THEORY"	"False"	7	FALSE	"G.3 PROBABILITY AND STATISTICS"	"E.4 CODING AND INFORMATION THEORY"	"False"	0	FALSE
"250"	"ID:174133"	"I.1 SYMBOLIC AND ALGEBRAIC MANIPULATION"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"I.1 SYMBOLIC AND ALGEBRAIC MANIPULATION"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"251"	"ID:174135"	"I.2 ARTIFICIAL INTELLIGENCE"	"G.2 DISCRETE MATHEMATICS"	"False"	5	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"252"	"ID:174136"	"I.2 ARTIFICIAL INTELLIGENCE"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	0	FALSE	"I.2 ARTIFICIAL INTELLIGENCE"	"Not Available"	"False"	0	FALSE
"253"	"ID:174137"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	3	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"254"	"ID:174138"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"255"	"ID:174139"	"E.1 DATA STRUCTURES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	7	FALSE	"E.1 DATA STRUCTURES"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE
"256"	"ID:174140"	"E.1 DATA STRUCTURES"	"E.1 DATA STRUCTURES"	"True"	1	TRUE	"E.1 DATA STRUCTURES"	"E.1 DATA STRUCTURES"	"True"	1	TRUE
"257"	"ID:174141"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"J.3 LIFE AND MEDICAL SCIENCES"	"False"	7	FALSE	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"258"	"ID:174142"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"D.3 PROGRAMMING LANGUAGES"	"False"	2	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"H.2 DATABASE MANAGEMENT"	"False"	2	TRUE
"259"	"ID:174143"	"C.4 PERFORMANCE OF SYSTEMS"	"D.4 OPERATING SYSTEMS"	"False"	0	FALSE	"C.4 PERFORMANCE OF SYSTEMS"	"C.5 COMPUTER SYSTEM IMPLEMENTATION"	"False"	0	FALSE
"260"	"ID:174144"	"G.2 DISCRETE MATHEMATICS"	"H.2 DATABASE MANAGEMENT"	"False"	13	FALSE	"G.2 DISCRETE MATHEMATICS"	"J.2 PHYSICAL SCIENCES AND ENGINEERING"	"False"	0	FALSE
"261"	"ID:174145"	"I.2 ARTIFICIAL INTELLIGENCE"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"I.2 ARTIFICIAL INTELLIGENCE"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"262"	"ID:174148"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	4	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.6 SIMULATION AND MODELING"	"False"	0	FALSE
"263"	"ID:174149"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	0	FALSE
"264"	"ID:174150"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	3	TRUE
"265"	"ID:174151"	"H.2 DATABASE MANAGEMENT"	"H.2 DATABASE MANAGEMENT"	"True"	1	TRUE	"H.2 DATABASE MANAGEMENT"	"I.4 IMAGE PROCESSING AND COMPUTER VISION"	"False"	5	TRUE
"266"	"ID:174645"	"E.1 DATA STRUCTURES"	"D.4 OPERATING SYSTEMS"	"False"	0	FALSE	"E.1 DATA STRUCTURES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE
"267"	"ID:174646"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"J.2 PHYSICAL SCIENCES AND ENGINEERING"	"False"	3	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.3 PROGRAMMING LANGUAGES"	"False"	2	TRUE
"268"	"ID:174647"	"E.3 DATA ENCRYPTION"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"E.3 DATA ENCRYPTION"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	4	TRUE
"269"	"ID:174648"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"270"	"ID:174649"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"I.6 SIMULATION AND MODELING"	"False"	2	TRUE
